,LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
3477,3000106897,ELS,WR9XMY,,2147817.0,Broadcast Sports International,,XD,Experimental Developmental,Experimental,Experimental,06/10/2021 00:00:00,07/18/2021 00:00:00,,2021-02-08 09:27:18,G,Unknown,A,Active,@,Unknown,B,Business,"Matthew Butler, 7455 Race Road",Hanover,MD,21076,,,Matthew Butler,Frequency Coordinator,,,,,,,,,,,,,,,Stafford,,,CT,3.0,227362.0,41.0,57.0,22.0,N,72.0,19.0,12.0,W,,,3000227362.0,227362.0,,,N,Non-Directional,,,,3000880374.0,880374.0,MO,,250.0,,2280.0,2290.0,MHz.,,3001461983.0,1461983.0,8M00D7W,
3478,3000106897,ELS,WR9XMY,,2147817.0,Broadcast Sports International,,XD,Experimental Developmental,Experimental,Experimental,06/10/2021 00:00:00,07/18/2021 00:00:00,,2021-02-08 09:27:18,G,Unknown,A,Active,@,Unknown,B,Business,"Matthew Butler, 7455 Race Road",Hanover,MD,21076,,,Matthew Butler,Frequency Coordinator,,,,,,,,,,,,,,,Stafford,,,CT,3.0,227362.0,41.0,57.0,22.0,N,72.0,19.0,12.0,W,,,3000227362.0,227362.0,,,N,Non-Directional,,,,3000880371.0,880371.0,MO,,250.0,,2260.0,2270.0,MHz.,,3001461980.0,1461980.0,8M00D7W,
3593,3000108163,ELS,WR9XUM,,3865771.0,"3G Wireless, LLC.",,XD,Experimental Developmental,Experimental,Experimental,04/30/2021 00:00:00,09/20/2021 00:00:00,,2021-04-08 14:29:34,G,Unknown,A,Active,@,Unknown,B,Business,"Greg Robinson, 501 McCormick Drive STE. B",Glen Burnie,MD,21061,,,Stephen Tobias,Frequency Coordinator,,,,,,,,,,,,,,,Shelton,MASON,MASON,WA,4.0,230834.0,47.0,15.0,20.0,N,123.0,11.0,25.0,W,,,3000230834.0,230834.0,,,N,Non-Directional,,,,3000890571.0,890571.0,MO,,100.0,,2272.0,2280.0,MHz.,0.002,3001478146.0,1478146.0,8M00D7W,
3594,3000108163,ELS,WR9XUM,,3865771.0,"3G Wireless, LLC.",,XD,Experimental Developmental,Experimental,Experimental,04/30/2021 00:00:00,09/20/2021 00:00:00,,2021-04-08 14:29:34,G,Unknown,A,Active,@,Unknown,B,Business,"Greg Robinson, 501 McCormick Drive STE. B",Glen Burnie,MD,21061,,,Stephen Tobias,Frequency Coordinator,,,,,,,,,,,,,,,Leeds,SHELBY,SHELBY,AL,3.8,230838.0,33.0,32.0,0.0,N,86.0,36.0,13.0,W,,,3000230838.0,230838.0,,,N,Non-Directional,,,,3000890585.0,890585.0,MO,,100.0,,2252.0,2260.0,MHz.,0.002,3001478160.0,1478160.0,8M00D7W,
3638,3000108283,ELS,WR9XYY,,26673301.0,Astra Space,,XT,Experimental Testing,Experimental,Experimental,08/01/2021 00:00:00,02/02/2022 00:00:00,,2021-05-04 16:18:27,G,Unknown,A,Active,@,Unknown,B,Business,"Ethan Pease, 1900 Skyhawk St.",Alameda,CA,94501,,,Ethan Pease,Director of Avionics,Ethan Pease,1900 Skyhawk St.,Alameda,CA,94501,XX,,,,,,,,,Kodiak,Kodiak Island,Kodiak Island,AK,5000.0,231155.0,57.0,25.0,52.0,N,152.0,21.0,16.0,W,,,3000231155.0,231155.0,,,N,Non-Directional,,,,3000891835.0,891835.0,MO,,6.31,,2209.84,2212.16,MHz.,2e-05,3001479994.0,1479994.0,2M32F1D,
3653,3000104411,ELS,WL2XGF,,29776275.0,"Red Six Aerospace, Inc.",,XT,Experimental Testing,Experimental,Experimental,03/22/2021 15:16:35,04/01/2022 00:00:00,,2021-03-22 15:16:35,G,Unknown,A,Active,C,Corporation,B,Business,"Derek Cedarbaum, 3225 Donald Douglas Loop South",Santa Monica,CA,90405,,,John Winch,Frequency Coordinator,,,,,,,,,,,,,,,Camarillo,VENTURA,VENTURA,CA,20.0,221518.0,34.0,13.0,4.0,N,119.0,6.0,46.0,W,,,3000221518.0,221518.0,,,N,Non-Directional,,,,3000863071.0,863071.0,MO,,13.0,,2280.0,,MHz.,0.002,3001431974.0,1431974.0,20M0D7W,
3778,3000106266,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,01/25/2021 00:00:00,07/25/2021 00:00:00,,2021-01-22 16:36:42,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,225800.0,,,,N,,,,W,,,3000225800.0,225800.0,,,N,Non-Directional,,,,3000874370.0,874370.0,MO,,11.8,,2247.5,,MHz.,0.00023,3001453392.0,1453392.0,4M84F1D,
3782,3000106988,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,02/28/2021 00:00:00,08/28/2021 00:00:00,,2021-02-23 15:38:47,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,227595.0,,,,N,,,,W,,,3000227595.0,227595.0,,,N,Non-Directional,,,,3000881306.0,881306.0,MO,,10.8,,2255.5,,MHz.,0.00023,3001463379.0,1463379.0,4M84F1D,
3820,3000107187,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,03/07/2021 00:00:00,09/07/2021 00:00:00,,2021-03-02 10:49:03,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,228131.0,,,,N,,,,W,,,3000228131.0,228131.0,,,N,Non-Directional,,,,3000882285.0,882285.0,MO,,9.4,,2232.5,,MHz.,0.00023,3001465240.0,1465240.0,4M14F1D,
3846,3000107251,ELS,WF9XGI,,28285377.0,Space Exploration Technologies Corp.,,XT,Experimental Testing,Experimental,Experimental,03/30/2021 00:00:00,09/30/2021 00:00:00,,2021-03-08 18:38:06,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,Cape Canaveral,BREVARD,BREVARD,FL,,228286.0,28.0,36.0,30.0,N,80.0,36.0,15.0,W,,,3000228286.0,228286.0,,,Y,Directional,,,,3000882645.0,882645.0,MO,,193.0,,2216.0,,MHz.,0.001,3001465769.0,1465769.0,2M73F1D,
11227,3000101479,ELS,WK2XKX,,6843577.0,Insitu,,XC,Experimental Contract,Experimental,Experimental,03/11/2021 09:27:42,02/01/2022 00:00:00,,2021-03-11 09:27:42,G,Unknown,A,Active,C,Corporation,B,Business,"Ben Schreffler, 118 East Columbia River Way",Bingen,WA,98605,,,Joe Thorsheim,Spectrum Manager,,,,,,XX,,,,,,,,,Opal City,,,OR,1.0,213603.0,44.0,25.0,4.0,N,121.0,5.0,51.0,W,,,3000213603.0,213603.0,,,Y,Directional,,,,3000834889.0,834889.0,FX,,15.0,,2267.0,,MHz.,,3001382571.0,1382571.0,20M0D1D,
11709,3000107533,ELS,WP9XLD,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,04/11/2021 00:00:00,10/11/2021 00:00:00,,2021-03-16 09:37:23,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1  Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1  Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,Boca Chica,CAMERON,CAMERON,TX,2.0,228937.0,25.0,59.0,50.0,N,97.0,9.0,25.0,W,,,3000228937.0,228937.0,,,N,Non-Directional,,,,3000884260.0,884260.0,MO,,23.2,,2232.5,,MHz.,0.00023,3001469498.0,1469498.0,4M84F1D,
11898,3000108278,ELS,WR9XML,,22588826.0,Kratos Defense and Security Solutions Inc.,,XC,Experimental Contract,Experimental,Experimental,04/20/2021 00:00:00,07/01/2021 00:00:00,,2021-04-20 15:58:45,G,Unknown,A,Active,@,Unknown,B,Business,"Bill Asiano, 12515 Academy Ridge View",Colorado Springs,CO,80921,,,Taylor Roche,Chief Engineer,Bill Asiano,12515 Academy Ridge View,Colorado Springs,CO,80921,XX,,,,,,,,,Tyndall Field AFB,,,FL,111.0,231148.0,30.0,1.0,47.0,N,85.0,32.0,29.0,W,,,3000231148.0,231148.0,,,Y,Directional,,28.0,,3000891794.0,891794.0,MO,,134.9,,2269.5,,MHz.,0.01,3001479956.0,1479956.0,466KG1D,
12058,3000106418,ELS,WR9XMD,,7283856.0,Broad Comm Inc.,,XD,Experimental Developmental,Experimental,Experimental,01/18/2021 00:00:00,01/13/2021 15:51:30,,2021-01-13 15:51:30,E,Unknown,E,Expired,@,Unknown,B,Business,"Louis Libin, 382 Forest Avenue",Woodmere,NY,11598,,,Louis Libin,President,Louis Libin,382 Forest Avenue,Woodmere,NY,11598,XX,,,,,,,,,Washington,,,DC,5.0,226082.0,38.0,53.0,24.0,N,77.0,0.0,33.0,W,,,3000226082.0,226082.0,,,N,Non-Directional,,,,3000875726.0,875726.0,MO,,100.0,,2234.0,,MHz.,,3001455034.0,1455034.0,8M00D7W,
12090,3000106495,ELS,WR9XKN,,24940371.0,"Blue Origin Texas, LLC",,XT,Experimental Testing,Experimental,Experimental,04/01/2021 00:00:00,06/02/2021 00:00:00,,2021-01-21 09:25:35,G,Unknown,A,Active,@,Unknown,B,Business,"Charles Manry, 35961 Hwy 54",Van Horn,TX,79855,,,Charles Manry,FCC Operations Coordinator,Charles Manry,35961 Hwy 54,Van Horn,TX,79855,XX,,,,,,,,,Van Horn,CULBERSON,CULBERSON,TX,8.4,226224.0,31.0,27.0,6.0,N,104.0,45.0,46.0,W,,,3000226224.0,226224.0,,,N,Non-Directional,,,,3000876761.0,876761.0,MO,,5.0,,2272.5,,MHz.,,3001457298.0,1457298.0,5M00G1D,
19662,3000101479,ELS,WK2XKX,,6843577.0,Insitu,,XC,Experimental Contract,Experimental,Experimental,03/11/2021 09:27:42,02/01/2022 00:00:00,,2021-03-11 09:27:42,G,Unknown,A,Active,C,Corporation,B,Business,"Ben Schreffler, 118 East Columbia River Way",Bingen,WA,98605,,,Joe Thorsheim,Spectrum Manager,,,,,,XX,,,,,,,,,The Dalles,,,OR,1.0,213600.0,45.0,36.0,26.0,N,121.0,19.0,53.0,W,,,3000213600.0,213600.0,,,Y,Directional,,,,3000834877.0,834877.0,FX,,15.0,,2267.0,,MHz.,,3001382535.0,1382535.0,20M0D1D,
19663,3000101479,ELS,WK2XKX,,6843577.0,Insitu,,XC,Experimental Contract,Experimental,Experimental,03/11/2021 09:27:42,02/01/2022 00:00:00,,2021-03-11 09:27:42,G,Unknown,A,Active,C,Corporation,B,Business,"Ben Schreffler, 118 East Columbia River Way",Bingen,WA,98605,,,Joe Thorsheim,Spectrum Manager,,,,,,XX,,,,,,,,,Bald Peter,,,OR,1.0,213601.0,44.0,39.0,23.0,N,121.0,41.0,33.0,W,,,3000213601.0,213601.0,,,Y,Directional,,,,3000834881.0,834881.0,FX,,15.0,,2267.0,,MHz.,,3001382545.0,1382545.0,5M00D1D,
20112,3000107533,ELS,WP9XLD,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,04/11/2021 00:00:00,10/11/2021 00:00:00,,2021-03-16 09:37:23,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1  Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1  Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,Boca Chica,CAMERON,CAMERON,TX,2.0,228937.0,25.0,59.0,50.0,N,97.0,9.0,25.0,W,,,3000228937.0,228937.0,,,N,Non-Directional,,,,3000884259.0,884259.0,MO,,23.2,,2211.0,,MHz.,0.00023,3001469497.0,1469497.0,5M00G1D,
20268,3000104036,ELS,WJ2XNZ,,28285377.0,Space Explorations Technologies,,XC,Experimental Contract,Experimental,Experimental,02/10/2021 00:00:00,10/01/2022 00:00:00,,2021-02-10 17:11:17,G,Unknown,A,Active,C,Corporation,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,,,,,,XX,,,,,,,,,Hawthorne,LOS ANGELES,LOS ANGELES,CA,0.05,220659.0,33.0,55.0,14.0,N,118.0,19.0,41.0,W,,,3000220659.0,220659.0,,,N,Non-Directional,,,,3000860619.0,860619.0,MO,,39.0,,2203.2,,MHz.,0.001,3001427080.0,1427080.0,4M20G1D,
20275,3000108163,ELS,WR9XUM,,3865771.0,"3G Wireless, LLC.",,XD,Experimental Developmental,Experimental,Experimental,04/30/2021 00:00:00,09/20/2021 00:00:00,,2021-04-08 14:29:34,G,Unknown,A,Active,@,Unknown,B,Business,"Greg Robinson, 501 McCormick Drive STE. B",Glen Burnie,MD,21061,,,Stephen Tobias,Frequency Coordinator,,,,,,,,,,,,,,,Braselton,HALL,HALL,GA,4.1,230831.0,34.0,8.0,48.0,N,83.0,49.0,4.0,W,,,3000230831.0,230831.0,,,N,Non-Directional,,,,3000890559.0,890559.0,MO,,100.0,,2272.0,2280.0,MHz.,0.002,3001478134.0,1478134.0,8M00D7W,
20276,3000108163,ELS,WR9XUM,,3865771.0,"3G Wireless, LLC.",,XD,Experimental Developmental,Experimental,Experimental,04/30/2021 00:00:00,09/20/2021 00:00:00,,2021-04-08 14:29:34,G,Unknown,A,Active,@,Unknown,B,Business,"Greg Robinson, 501 McCormick Drive STE. B",Glen Burnie,MD,21061,,,Stephen Tobias,Frequency Coordinator,,,,,,,,,,,,,,,Brainerd,CROW WING,CROW WING,MN,5.0,230835.0,46.0,25.0,1.0,N,94.0,16.0,23.0,W,,,3000230835.0,230835.0,,,N,Non-Directional,,,,3000890575.0,890575.0,MO,,100.0,,2272.0,2280.0,MHz.,0.002,3001478150.0,1478150.0,8M00D7W,
20277,3000108163,ELS,WR9XUM,,3865771.0,"3G Wireless, LLC.",,XD,Experimental Developmental,Experimental,Experimental,04/30/2021 00:00:00,09/20/2021 00:00:00,,2021-04-08 14:29:34,G,Unknown,A,Active,@,Unknown,B,Business,"Greg Robinson, 501 McCormick Drive STE. B",Glen Burnie,MD,21061,,,Stephen Tobias,Frequency Coordinator,,,,,,,,,,,,,,,Leeds,SHELBY,SHELBY,AL,3.8,230838.0,33.0,32.0,0.0,N,86.0,36.0,13.0,W,,,3000230838.0,230838.0,,,N,Non-Directional,,,,3000890588.0,890588.0,MO,,100.0,,2292.0,2300.0,MHz.,0.002,3001478163.0,1478163.0,8M00D7W,
20285,3000104036,ELS,WJ2XNZ,,28285377.0,Space Explorations Technologies,,XC,Experimental Contract,Experimental,Experimental,02/10/2021 00:00:00,10/01/2022 00:00:00,,2021-02-10 17:11:17,G,Unknown,A,Active,C,Corporation,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,,,,,,XX,,,,,,,,,Cape Canaveral AFS,BREVARD,BREVARD,FL,0.5,220746.0,28.0,36.0,29.0,N,80.0,36.0,15.0,W,,,3000220746.0,220746.0,,,N,Non-Directional,,,,3000860891.0,860891.0,MO,,39.0,,2203.2,,MHz.,0.001,3001427360.0,1427360.0,4M15G1D,
20322,3000108323,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,05/21/2021 00:00:00,11/21/2021 00:00:00,,2021-04-28 16:09:36,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,231327.0,,,,N,,,,W,,,3000231327.0,231327.0,,,N,Non-Directional,,,,3000892159.0,892159.0,MO,,11.8,,2247.5,,MHz.,0.00023,3001480448.0,1480448.0,4M84F1D,
20415,3000106036,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,01/07/2021 00:00:00,07/03/2021 00:00:00,,2021-01-07 11:52:01,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,225193.0,,,,N,,,,W,,,3000225193.0,225193.0,,,N,Non-Directional,,,,3000872627.0,872627.0,MO,,9.6,,2272.5,,MHz.,0.00023,3001449175.0,1449175.0,4M14F1D,
20424,3000108868,ELS,WK2XEZ,,26673301.0,Astra Space Inc.,,XC,Experimental Contract,Experimental,Experimental,05/10/2021 00:00:00,05/10/2023 00:00:00,,2021-05-10 07:53:57,G,Unknown,A,Active,C,Corporation,B,Business,"Ethan Pease, 1900 Skyhawk Street",Alameda,CA,94501,,,Jacob Portukalian,Senior Engineer,Ethan Pease,1900 Skyhawk Street,Alameda,CA,94501,US,,,,,,,,,Alameda,ALAMEDA,ALAMEDA,CA,1.0,232661.0,37.0,46.0,34.0,N,122.0,17.0,38.0,W,,,3000232661.0,232661.0,,,N,Non-Directional,,,,3000897335.0,897335.0,MO,,6.31,,2211.0,,MHz.,2e-05,3001489109.0,1489109.0,2M32F1D,
20454,3000106979,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,02/28/2021 00:00:00,08/28/2021 00:00:00,,2021-02-22 17:51:43,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,227563.0,,,,N,,,,W,,,3000227563.0,227563.0,,,N,Non-Directional,,,,3000881262.0,881262.0,MO,,10.8,,2255.5,,MHz.,0.00023,3001463335.0,1463335.0,4M84F1D,
20455,3000106983,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,02/28/2021 00:00:00,08/28/2021 00:00:00,,2021-02-22 18:13:55,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,227576.0,,,,N,,,,W,,,3000227576.0,227576.0,,,N,Non-Directional,,,,3000881280.0,881280.0,MO,,9.6,,2272.5,,MHz.,0.00023,3001463353.0,1463353.0,4M14F1D,
20479,3000107109,ELS,WR9XQG,,24940371.0,"Blue Origin Texas, LLC",,XT,Experimental Testing,Experimental,Experimental,05/01/2021 00:00:00,07/02/2021 00:00:00,,2021-02-22 13:51:42,G,Unknown,A,Active,@,Unknown,B,Business,"Charles Manry, 35961 Hwy 54",Van Horn,TX,79855,,,Charles Manry,FCC Operations Coordinator,Charles Manry,35961 Hwy 54,Van Horn,TX,79855,XX,,,,,,,,,Van Horn,CULBERSON,CULBERSON,TX,8.4,227900.0,31.0,27.0,6.0,N,104.0,45.0,46.0,W,,,3000227900.0,227900.0,,,N,Non-Directional,,,,3000881938.0,881938.0,MO,,5.0,,2247.5,,MHz.,,3001464615.0,1464615.0,5M00G1D,
28406,3000108022,ELS,WR9XVW,,24940371.0,"Blue Origin Texas, LLC",,XT,Experimental Testing,Experimental,Experimental,06/01/2021 00:00:00,08/02/2021 00:00:00,,2021-04-06 14:51:30,G,Unknown,A,Active,@,Unknown,B,Business,"Karl Nelson, 35961 Hwy 54",Van Horn,TX,79855,,,Karl Nelson,FCC Operations Coordinator,Karl Nelson,35961 Hwy 54,Van Horn,TX,79855,XX,,,,,,,,,Van Horn,CULBERSON,CULBERSON,TX,8.4,230336.0,31.0,27.0,6.0,N,104.0,45.0,46.0,W,,,3000230336.0,230336.0,,,N,Non-Directional,,,,3000889197.0,889197.0,MO,,5.0,,2202.0,,MHz.,,3001476335.0,1476335.0,4M00G1D,
28517,3000103186,ELS,WL2XEM,,12265823.0,"Aerospace Corporation, The",,XC,Experimental Contract,Experimental,Experimental,02/10/2021 08:36:48,10/31/2021 00:00:00,,2021-02-10 08:36:48,G,Unknown,A,Active,C,Corporation,B,Business,"David Hinkley (M2-241), 2310 E. El Segundo Blvd",El Segundo,CA,90245,,,david hinkley,PICOSAT Project Leader,David Hinkley (M2-241),2350 E. El Segundo Blvd,El Segundo,CA,90245,XX,,,,,,,,,NONGEOSTATIONARY,,,SP,,221294.0,,,,,,,,,,,3000221294.0,221294.0,,,N,Non-Directional,,,R,3000862584.0,862584.0,MO,,5.8,,2248.0,2252.0,MHz.,0.016,3001431387.0,1431387.0,3M23G1D,
28644,3000106985,ELS,WG9XHP,,28285377.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,02/28/2021 00:00:00,08/28/2021 00:00:00,,2021-02-19 16:42:27,G,Unknown,A,Active,@,Unknown,B,Business,"Kristi Key, 1 Rocket Road",Hawthorne,CA,90250,,,Kristi Key,Ground Segment Administrator,Kristi Key,1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,,,,,,227586.0,,,,N,,,,W,,,3000227586.0,227586.0,,,N,Non-Directional,,,,3000881293.0,881293.0,MO,,9.4,,2232.5,,MHz.,0.00023,3001463366.0,1463366.0,4M14F1D,
36349,3000101479,ELS,WK2XKX,,6843577.0,Insitu,,XC,Experimental Contract,Experimental,Experimental,03/11/2021 09:27:42,02/01/2022 00:00:00,,2021-03-11 09:27:42,G,Unknown,A,Active,C,Corporation,B,Business,"Ben Schreffler, 118 East Columbia River Way",Bingen,WA,98605,,,Joe Thorsheim,Spectrum Manager,,,,,,XX,,,,,,,,,Bald Peter,,,OR,1.0,213601.0,44.0,39.0,23.0,N,121.0,41.0,33.0,W,,,3000213601.0,213601.0,,,Y,Directional,,,,3000834881.0,834881.0,FX,,15.0,,2267.0,,MHz.,,3001382547.0,1382547.0,20M0D1D,
36881,3000106897,ELS,WR9XMY,,2147817.0,Broadcast Sports International,,XD,Experimental Developmental,Experimental,Experimental,06/10/2021 00:00:00,07/18/2021 00:00:00,,2021-02-08 09:27:18,G,Unknown,A,Active,@,Unknown,B,Business,"Matthew Butler, 7455 Race Road",Hanover,MD,21076,,,Matthew Butler,Frequency Coordinator,,,,,,,,,,,,,,,Nashville,,,TN,3.0,227367.0,36.0,7.0,51.0,N,86.0,45.0,47.0,W,,,3000227367.0,227367.0,,,N,Non-Directional,,,,3000880425.0,880425.0,MO,,250.0,,2230.0,2240.0,MHz.,,3001462031.0,1462031.0,8M00D7W,
36945,3000108022,ELS,WR9XVW,,24940371.0,"Blue Origin Texas, LLC",,XT,Experimental Testing,Experimental,Experimental,06/01/2021 00:00:00,08/02/2021 00:00:00,,2021-04-06 14:51:30,G,Unknown,A,Active,@,Unknown,B,Business,"Karl Nelson, 35961 Hwy 54",Van Horn,TX,79855,,,Karl Nelson,FCC Operations Coordinator,Karl Nelson,35961 Hwy 54,Van Horn,TX,79855,XX,,,,,,,,,Van Horn,CULBERSON,CULBERSON,TX,8.4,230336.0,31.0,27.0,6.0,N,104.0,45.0,46.0,W,,,3000230336.0,230336.0,,,N,Non-Directional,,,,3000889199.0,889199.0,MO,,5.0,,2272.5,,MHz.,,3001476340.0,1476340.0,5M00D1D,
36997,3000108163,ELS,WR9XUM,,3865771.0,"3G Wireless, LLC.",,XD,Experimental Developmental,Experimental,Experimental,04/30/2021 00:00:00,09/20/2021 00:00:00,,2021-04-08 14:29:34,G,Unknown,A,Active,@,Unknown,B,Business,"Greg Robinson, 501 McCormick Drive STE. B",Glen Burnie,MD,21061,,,Stephen Tobias,Frequency Coordinator,,,,,,,,,,,,,,,Plymouth,SHEBOYGAN,SHEBOYGAN,WI,6.5,230833.0,43.0,47.0,51.0,N,87.0,59.0,38.0,W,,,3000230833.0,230833.0,,,N,Non-Directional,,,,3000890565.0,890565.0,MO,,100.0,,2252.0,2260.0,MHz.,0.002,3001478140.0,1478140.0,8M00D7W,
37000,3000108234,ELS,WR9XUS,,3865771.0,"3G Wireless, LLC.",,XD,Experimental Developmental,Experimental,Experimental,05/14/2021 00:00:00,04/08/2021 14:54:54,,2021-04-08 14:54:54,E,Unknown,E,Expired,@,Unknown,B,Business,"Greg Robinson, 501 McCormick Drive STE. B",Glen Burnie,MD,21061,,,Stephen Tobias,Frequency Coordinator,,,,,,,,,,,,,,,Lexington,RICHLAND,RICHLAND,OH,3.86,231022.0,40.0,41.0,21.0,N,82.0,38.0,11.0,W,,,3000231022.0,231022.0,,,N,Non-Directional,,,,3000891247.0,891247.0,MO,,100.0,,2220.0,2228.0,MHz.,0.002,3001479276.0,1479276.0,8M00D7W,
44800,3000101479,ELS,WK2XKX,,6843577.0,Insitu,,XC,Experimental Contract,Experimental,Experimental,03/11/2021 09:27:42,02/01/2022 00:00:00,,2021-03-11 09:27:42,G,Unknown,A,Active,C,Corporation,B,Business,"Ben Schreffler, 118 East Columbia River Way",Bingen,WA,98605,,,Joe Thorsheim,Spectrum Manager,,,,,,XX,,,,,,,,,Wasco,,,OR,1.0,213599.0,45.0,31.0,19.0,N,120.0,46.0,58.0,W,,,3000213599.0,213599.0,,,Y,Directional,,,,3000834873.0,834873.0,FX,,15.0,,2267.0,,MHz.,,3001382523.0,1382523.0,20M0D1D,
