,LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
802808,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,R,2001559198.0,1559198.0,FES,,,81.0,8166.585,8233.415,MHz.,,,,,382.8
802809,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,L,2001559198.0,1559198.0,FES,,,81.0,8166.585,8233.415,MHz.,,,,,382.8
802810,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,C,2001559198.0,1559198.0,FES,,,81.0,8166.585,8233.415,MHz.,,,,,382.8
802811,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,A,2001559198.0,1559198.0,FES,,,81.0,8166.585,8233.415,MHz.,,,,,382.8
802812,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,Z,2001559199.0,1559199.0,FES,,,81.0,8099.585,8166.415,MHz.,,,,,382.8
802813,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,R,2001559199.0,1559199.0,FES,,,81.0,8099.585,8166.415,MHz.,,,,,382.8
802814,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,L,2001559199.0,1559199.0,FES,,,81.0,8099.585,8166.415,MHz.,,,,,382.8
802815,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,C,2001559199.0,1559199.0,FES,,,81.0,8099.585,8166.415,MHz.,,,,,382.8
802816,2300418307,IBFS,E990066,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/08/2020 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2020-06-08 10:09:18,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,44.0,N,119.0,42.0,9.2,W,,,2001559196.0,1559196.0,NEC,G2573C,,,,,A,2001559199.0,1559199.0,FES,,,81.0,8099.585,8166.415,MHz.,,,,,382.8
803720,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965077.0,1965077.0,FES,,,57.0,8393.9705,8394.0295,MHz.,,,,,15.0
803721,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965077.0,1965077.0,FES,,,57.0,8393.9705,8394.0295,MHz.,,,,,15.0
803722,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965077.0,1965077.0,FES,,,57.0,8393.9705,8394.0295,MHz.,,,,,15.0
803723,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965078.0,1965078.0,FES,,,57.0,8385.94,8386.06,MHz.,,,,,15.0
803724,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965078.0,1965078.0,FES,,,57.0,8385.94,8386.06,MHz.,,,,,15.0
803725,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965078.0,1965078.0,FES,,,57.0,8385.94,8386.06,MHz.,,,,,15.0
803726,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965079.0,1965079.0,FES,,,57.0,8380.0,8380.0,MHz.,,,,,15.0
803727,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965079.0,1965079.0,FES,,,57.0,8380.0,8380.0,MHz.,,,,,15.0
803728,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965079.0,1965079.0,FES,,,57.0,8380.0,8380.0,MHz.,,,,,15.0
803729,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965080.0,1965080.0,FES,,,57.0,8380.0,8380.0,MHz.,,,,,15.0
803730,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965080.0,1965080.0,FES,,,57.0,8380.0,8380.0,MHz.,,,,,15.0
803731,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965080.0,1965080.0,FES,,,57.0,8380.0,8380.0,MHz.,,,,,15.0
803732,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965081.0,1965081.0,FES,,,57.0,8345.968,8346.032,MHz.,,,,,15.0
803733,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965081.0,1965081.0,FES,,,57.0,8345.968,8346.032,MHz.,,,,,15.0
803734,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965081.0,1965081.0,FES,,,57.0,8345.968,8346.032,MHz.,,,,,15.0
803735,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965082.0,1965082.0,FES,,,57.0,8135.0,8285.0,MHz.,,,,,15.0
803736,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965082.0,1965082.0,FES,,,57.0,8135.0,8285.0,MHz.,,,,,15.0
803737,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965082.0,1965082.0,FES,,,57.0,8135.0,8285.0,MHz.,,,,,15.0
803738,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965083.0,1965083.0,FES,,,57.0,8030.0,8030.0,MHz.,,,,,15.0
803739,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965083.0,1965083.0,FES,,,57.0,8030.0,8030.0,MHz.,,,,,15.0
803740,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965083.0,1965083.0,FES,,,57.0,8030.0,8030.0,MHz.,,,,,15.0
803741,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,R,2001965084.0,1965084.0,FES,,,57.0,8030.0,8030.0,MHz.,,,,,15.0
803742,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,L,2001965084.0,1965084.0,FES,,,57.0,8030.0,8030.0,MHz.,,,,,15.0
803743,2300436071,IBFS,E040264,0.0,27711787.0,Maxar License Inc.,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,11/23/2019 15:42:00,11/23/2034 15:42:00,12/31/9999 00:00:00,2020-07-30 09:10:55,A/C,Action Complete,E,Expired,COR,Corporation,B,Business,1300 W. 120th Avenue,Westminster,CO,80234-,Ms. Kristin Kellett,Wiley Rein LLP,Henry Gola,,"1776 K St., NW",,Washington,DC,20006,USA,,,,,,,,,Prudhoe Bay,North Slope Borough,,AK,,0.0,70.0,13.0,13.6,N,148.0,23.0,59.2,W,,,2001965076.0,1965076.0,ViaSat,V10-X/Y,,,,,C,2001965084.0,1965084.0,FES,,,57.0,8030.0,8030.0,MHz.,,,,,15.0
804066,2300428356,IBFS,E990069,1.0,19416940.0,"Denali 20020, LLC",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/24/2009 00:00:00,06/24/2024 00:00:00,12/31/9999 00:00:00,2019-06-11 13:28:08,ATPN,Action Taken Public Notice,A,Active,OTH,Other,O,Other,66 C Teleport Drive,Brewster,WA,98812-,Mr Darryl  White,"Denali 20020, LLC",Mr. Darryl White,,66 C Teleport Drive,,Brewster,WA,98812,USA,,,,,,,,,BREWSTER,OKANOGAN,,WA,,1.0,48.0,8.0,48.8,N,119.0,42.0,4.2,W,,,2001612916.0,1612916.0,NEC,G2573C,,,,,R,2001612918.0,1612918.0,FES,,,81.0,8166.585,8233.415,MHz.,,,,,382.8
