,LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
264693,3000104197,ELS,WH2XJA,,8658098.0,Raytheon Company (Missiles & Defense - M),,XC,Experimental Contract,Experimental,Experimental,10/01/2020 00:00:00,05/30/2022 00:00:00,,2020-09-23 15:03:50,G,Unknown,A,Active,@,Unknown,B,Business,"Jim Ortega, 1151 E. Hermans Road, Bldg M02",Tucson,AZ,85756,,,Anne Cortez,Counsel,Jim Ortega,"1151 E. Hermans Road, Bldg M02",Tucson,AZ,85756,US,,,,,,,,,Tucson,PIMA,PIMA,AZ,,220976.0,32.0,6.0,23.0,N,110.0,56.0,48.0,W,,,3000220976.0,220976.0,,,N,Non-Directional,,,,3000861797.0,861797.0,FX,,13.0,,8143.0,8290.0,MHz.,,3001429449.0,1429449.0,200HP0N,
269456,3000070104,ELS,WF2XQA,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,04/01/2016 00:00:00,04/06/2016 09:15:28,,2016-04-06 09:15:28,E,Unknown,E,Expired,C,Corporation,B,Business,Freq Mgt Svcs  M/C: 2T-22,Seattle,WA,98124-2207,,,Brian Gilman,Frequency Manager,Freq Mgt Svcs  M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Everett,SNOHOMISH,SNOHOMISH,WA,,127232.0,47.0,55.0,16.0,N,122.0,16.0,42.0,W,,,3000127232.0,127232.0,,,Y,Directional,,,,3000529151.0,529151.0,FX,,10.0,,8298.0,10600.0,MHz.,,3000862356.0,862356.0,N0N,
270002,3000075840,ELS,WI2XTA,,26043968.0,Space Exploration Technologies Corp.,,XT,Experimental Testing,Experimental,Experimental,11/16/2017 00:00:00,11/16/2017 12:01:34,,2017-11-16 12:01:34,E,Unknown,E,Expired,C,Corporation,B,Business,"Patricia Cooper, 1030 15th St NW, Suite 220",Washington,DC,20005,,,Christopher Wilkins,Engineer,,,,,,XX,,,,,,,,,NONGEOSTATIONARY,,,SP,,143298.0,,,,N,,,,W,,,3000143298.0,143298.0,,,N,Non-Directional,,,T,3000586710.0,586710.0,MO,,3.86,,8027.5,8087.5,MHz.,0.001,3000960017.0,960017.0,580KG1D,
270080,3000072303,ELS,WF2XQA,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,05/17/2016 13:39:22,05/17/2016 13:39:22,,2016-05-17 13:39:22,E,Unknown,E,Expired,C,Corporation,B,Business,Freq Mgt Svcs  M/C: 2T-22,Seattle,WA,98124-2207,,,Brian Gilman,Frequency Manager,Freq Mgt Svcs  M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Everett,SNOHOMISH,SNOHOMISH,WA,,133685.0,47.0,55.0,16.0,N,122.0,16.0,42.0,W,,,3000133685.0,133685.0,,,Y,Directional,,,,3000549419.0,549419.0,FX,,10.0,,8298.0,10600.0,MHz.,,3000896524.0,896524.0,N0N,
270543,3000070778,ELS,WJ9XOG,,18314054.0,University of Oklahoma,,XT,Experimental Testing,Experimental,Experimental,03/14/2016 00:00:00,03/17/2016 14:06:48,,2016-03-17 14:06:48,E,Unknown,E,Expired,@,Unknown,B,Business,"FCC Liaison, 3190 Monitor Avenue",Norman,OK,73019,,,Nathan Goodman,Director of Research,FCC Liaison,3190 Monitor Avenue,Norman,OK,73019,XX,,,,,,,,,Norman,CLEVELAND,CLEVELAND,OK,,128911.0,35.0,10.0,54.0,N,97.0,26.0,25.0,W,,,3000128911.0,128911.0,,,N,Non-Directional,,,,3000533583.0,533583.0,FX,,150.0,,8200.0,8400.0,MHz.,,3000868604.0,868604.0,200MQ3N,
270757,3000075536,ELS,WE2XPM,,15493992.0,"General Dynamics-OTS, Inc.",,XT,Experimental Testing,Experimental,Experimental,02/01/2017 00:00:00,03/23/2017 11:17:58,,2017-03-23 11:17:58,E,Unknown,E,Expired,C,Corporation,B,Business,"Aaron Powell, 150 Johnston Road",Marion,VA,24354,,,Gerald Hicks,"Senior Supervisor,Radome Test",Aaron Powell,150 Johnston Road,Marion,VA,24354,XX,,,,,,,,,Marion,SMYTH,SMYTH,VA,,142345.0,36.0,50.0,4.0,N,81.0,30.0,24.0,W,,,3000142345.0,142345.0,,,Y,Directional,,,EFS,3000583673.0,583673.0,FX,,1800.0,,8270.0,8310.0,MHz.,,3000954879.0,954879.0,N0N,
271398,3000076236,ELS,WI2XWX,,25664046.0,"HawkEye 360, Inc.",,XT,Experimental Testing,Experimental,Experimental,02/12/2018 00:00:00,02/12/2018 16:58:10,,2018-02-12 16:58:10,E,Unknown,E,Expired,C,Corporation,B,Business,"Chris DeMay, 13873 Park Center Road, Suite 550N",Herndon,VA,20171,,,Rob Rainhart,"VP, Engineering",,,,,,,,,,,,,,,NONGEOSTATIONARY,,,SP,,161123.0,,,,N,,,,W,,,3000161123.0,161123.0,,,N,Non-Directional,,,R,3000658401.0,658401.0,MO,,7.96,,8300.0,,MHz.,,3001095339.0,1095339.0,85M0G1D,
272880,3000099407,ELS,WK2XZD,,28332583.0,XTAR LLC,,XC,Experimental Contract,Experimental,Experimental,06/22/2020 09:02:01,01/01/2024 00:00:00,,2020-06-22 09:02:01,G,Unknown,A,Active,C,Corporation,B,Business,"Todd C Dudley, 43777 Central Station Dr, Ste 360",Ashburn,VA,20147,,,Todd Dudley,"Director, Navy and Maritime Pr",,,,,,,,,,,,,,,Chapmanville,,,WV,1450.0,207519.0,38.0,0.0,0.0,N,82.0,0.0,0.0,W,,,3000207519.0,207519.0,,,Y,Directional,,4.0,R,3000834671.0,834671.0,MO,,1.2,,8343.7,8344.0,MHz.,0.0,3001382181.0,1382181.0,220KG1D,
273114,3000104197,ELS,WH2XJA,,8658098.0,Raytheon Company (Missiles & Defense - M),,XC,Experimental Contract,Experimental,Experimental,10/01/2020 00:00:00,05/30/2022 00:00:00,,2020-09-23 15:03:50,G,Unknown,A,Active,@,Unknown,B,Business,"Jim Ortega, 1151 E. Hermans Road, Bldg M02",Tucson,AZ,85756,,,Anne Cortez,Counsel,Jim Ortega,"1151 E. Hermans Road, Bldg M02",Tucson,AZ,85756,US,,,,,,,,,Tucson,PIMA,PIMA,AZ,,220976.0,32.0,6.0,23.0,N,110.0,56.0,48.0,W,,,3000220976.0,220976.0,,,N,Non-Directional,,,,3000861810.0,861810.0,FX,,13.0,,8375.0,9000.0,MHz.,,3001429462.0,1429462.0,200HP0N,
278758,3000074082,ELS,WJ9XOG,,18314054.0,University of Oklahoma,,XT,Experimental Testing,Experimental,Experimental,08/16/2016 00:00:00,09/06/2016 14:38:37,,2016-09-06 14:38:37,E,Unknown,E,Expired,@,Unknown,B,Business,"FCC Liaison, 3190 Monitor Avenue",Norman,OK,73019,,,Nathan Goodman,Director of Research,FCC Liaison,3190 Monitor Avenue,Norman,OK,73019,XX,,,,,,,,,Norman,CLEVELAND,CLEVELAND,OK,,138146.0,35.0,10.0,54.0,N,97.0,26.0,25.0,W,,,3000138146.0,138146.0,,,N,Non-Directional,,,,3000569845.0,569845.0,FX,,150.0,,8200.0,8400.0,MHz.,,3000926900.0,926900.0,200MQ3N,
280185,3000088768,ELS,WH2XMD,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,12/01/2018 00:00:00,12/14/2018 07:49:10,,2018-12-14 07:49:10,E,Unknown,E,Expired,C,Corporation,B,Business,Freq Mgt Svcs M/C: 2T-22,Seattle,WA,98124-2207,,,"Garcia, Jr. John E.",Spectrum Manager,Freq Mgt Svcs M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Thurmond,,,MD,0.1,177993.0,39.0,32.0,41.0,N,77.0,22.0,16.0,W,,,3000177993.0,177993.0,,,N,Non-Directional,,,,3000714321.0,714321.0,FX,,1.0,,8300.0,,MHz.,,3001185436.0,1185436.0,10K0F0N,
288372,3000076236,ELS,WI2XWX,,25664046.0,"HawkEye 360, Inc.",,XT,Experimental Testing,Experimental,Experimental,02/12/2018 00:00:00,02/12/2018 16:58:10,,2018-02-12 16:58:10,E,Unknown,E,Expired,C,Corporation,B,Business,"Chris DeMay, 13873 Park Center Road, Suite 550N",Herndon,VA,20171,,,Rob Rainhart,"VP, Engineering",,,,,,,,,,,,,,,NONGEOSTATIONARY,,,SP,,161123.0,,,,N,,,,W,,,3000161123.0,161123.0,,,N,Non-Directional,,,R,3000651804.0,651804.0,MO,,7.96,,8050.0,,MHz.,,3001080828.0,1080828.0,85M0G1D,
297168,3000090180,ELS,WK2XIU,,24840688.0,Space Sciences & Engineering,,XC,Experimental Contract,Experimental,Experimental,02/19/2020 00:00:00,03/01/2024 00:00:00,,2020-02-19 14:37:40,G,Unknown,A,Active,C,Corporation,B,Business,"Erin Griggs, 15000 W. 6th Ave., Suite. 202",Golden,CO,80401,,,Erin Griggs,Sr. Space Mission Designer,,,,,,,,,,,,,,,NONGEOSTATIONARY,,,SP,,182203.0,,,,N,,,,W,,,3000182203.0,182203.0,,,N,Non-Directional,,,R,3000728850.0,728850.0,MO,,3.85,,8260.0,,MHz.,0.0004,3001209392.0,1209392.0,20M0G1D,
297510,3000099904,ELS,WJ2XJE,,26499889.0,Capella Space Corporation,,XD,Experimental Developmental,Experimental,Experimental,09/04/2020 08:18:36,09/01/2021 00:00:00,,2020-09-04 08:18:36,G,Unknown,A,Active,C,Corporation,B,Business,"Dan Connors, 438 Shotwell Street",San Francisco,CA,94110,,,Dan Connors,General Counsel,,,,,,XX,,,,,,,,,NONGEOSTATIONARY,,,SP,,208573.0,,,,N,,,,W,,,3000208573.0,208573.0,,,N,Non-Directional,,,R,3000820419.0,820419.0,MO,,242.0,,8212.5,,MHz.,,3001359360.0,1359360.0,250MG1D,
304690,3000079142,ELS,WJ2XDP,,26448324.0,University of North Carolina at Wilmington Center for Marine,,XT,Experimental Testing,Experimental,Experimental,06/28/2018 00:00:00,01/01/2023 00:00:00,,2018-06-28 11:38:43,G,Unknown,A,Active,O,Other,O,Other,"Professor John M. Morrison, 5600 Marvin K Moss Ln",Wilmington,NC,28409,,,John M. Morrison,"Professor, Physics and Physica",,,,,,,,,,,,,,,NONGEOSTATIONARY,,,SP,,159243.0,,,,N,,,,W,,,3000159243.0,159243.0,,,N,Non-Directional,,,R,3000644617.0,644617.0,MO,,1.99,,8100.0,,MHz.,5.0,3001065489.0,1065489.0,90M0G1D,
306802,3000106136,ELS,WR9XMZ,,15145931.0,University of Massachusetts Lowell,,XT,Experimental Testing,Experimental,Experimental,01/26/2021 00:00:00,01/26/2021 09:42:27,,2021-01-26 09:42:27,E,Unknown,E,Expired,@,Unknown,B,Business,"Supriya Chakrabarti, 600 Suffolk St. Suite 315",Lowell,MA,01854,,,Michael L Miller,Deputy Principal Investigator,,,,,,,,,,,,,,,Lowell,,,MA,,225495.0,42.0,38.0,59.0,N,71.0,18.0,57.0,W,,,3000225495.0,225495.0,,,Y,Directional,,,,3000877207.0,877207.0,FX,,55.7,,8322.0,8378.0,MHz.,,3001457921.0,1457921.0,56M0G1D,
311409,3000069870,ELS,WI2XGL,,24657686.0,Systems & Technology Research,,XC,Experimental Contract,Experimental,Experimental,05/05/2016 00:00:00,05/05/2016 11:31:13,,2016-05-05 11:31:13,E,Unknown,E,Expired,P,Partnership,B,Business,"Laura Vertatschitsch, 600 W Cummings Park, Suite 6500",Woburn,MA,01801,,,Laura Vertatschitsch,Member of the Technical Staff,,,,,,,,,,,,,,,McKinney,COLLIN,COLLIN,TX,5.0,126651.0,33.0,9.0,32.0,N,96.0,42.0,30.0,W,,,3000126651.0,126651.0,,,N,Non-Directional,,,,3000527235.0,527235.0,MO,,189.3,,8100.0,9000.0,MHz.,,3000859352.0,859352.0,800MW0N,
312976,3000080096,ELS,WK9XCL,,19702307.0,"Comtech Systems, Inc.",,XT,Experimental Testing,Experimental,Experimental,09/15/2017 00:00:00,09/14/2017 10:24:45,,2017-09-14 10:24:45,E,Unknown,E,Expired,@,Unknown,B,Business,"Attn: Holland & Knight LLP, C/O Charlie , 800 17th Street, NW, Suite 1100",Washington,DC,20006,,,Charles Naftalin,FCC Legal Counsel to Applicant,"Attn: Holland & Knight LLP, C/O Charlie Naftalin","800 17th Street, NW, Suite 1100",Washington,DC,20006,XX,,,,,,,,,Orlando,ORANGE,ORANGE,FL,100.0,155209.0,28.0,26.0,57.0,N,81.0,23.0,1.0,W,,,3000155209.0,155209.0,,,Y,Directional,,1.4,,3000631083.0,631083.0,MO,,800.0,,8225.0,,MHz.,0.001,3001039281.0,1039281.0,25M0G1D,
321256,3000074692,ELS,WH2XCX,,18379230.0,Laurel Technologies Partnership,,XD,Experimental Developmental,Experimental,Experimental,11/01/2016 00:00:00,10/03/2016 08:00:37,,2016-10-03 08:00:37,E,Unknown,E,Expired,P,Partnership,B,Business,"Jim Kijesky, 6200 118th Ave. N",Largo,FL,33773,,,Joe Natalino,Lead Project Engineer,Jim Kijesky,6200 118th Ave. N,Largo,FL,33773,XX,,,,,,,,,Largo,,,FL,5.0,139777.0,27.0,52.0,41.0,N,82.0,43.0,18.0,W,,,3000139777.0,139777.0,,,Y,Directional,,,,3000575477.0,575477.0,MO,,16.0,,8108.0,8134.5,MHz.,,3000934987.0,934987.0,6M00G7W,
322947,3000097218,ELS,WH2XMD,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,01/01/2020 00:00:00,01/01/2022 00:00:00,,2020-02-05 10:53:45,G,Unknown,A,Active,C,Corporation,B,Business,Freq Mgt Svcs M/C: 2T-22,Seattle,WA,98124-2207,,,"Garcia, Jr. John E.",Spectrum Manager,Freq Mgt Svcs M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Germantown,,,MD,0.1,202162.0,39.0,12.0,7.0,N,77.0,15.0,46.0,W,,,3000202162.0,202162.0,,,N,Non-Directional,,,,3000799994.0,799994.0,FX,,1.0,,8300.0,,MHz.,,3001324336.0,1324336.0,10K0F0N,
324003,3000107445,ELS,WQ9XZJ,,24920977.0,Microsoft Infrastructure Group LLC,,XT,Experimental Testing,Experimental,Experimental,03/01/2021 00:00:00,08/29/2021 00:00:00,,2021-02-22 15:12:37,G,Unknown,A,Active,@,Unknown,B,Business,"Mr. Gunnar Halley, One Microsoft Way",Redmond,WA,98052,,,Gunnar Halley,Assistant General Counsel,Mr. Gunnar Halley,One Microsoft Way,Redmond,WA,98052,XX,,,,,,,,,Deimos-2 (Downlink),,,SP,,228749.0,,,,,,,,,,,3000228749.0,228749.0,,,N,Non-Directional,,,,3000883774.0,883774.0,MO,,30.56,,8155.0,8285.0,MHz.,,3001468636.0,1468636.0,130MG7D,
331384,3000099854,ELS,WQ9XDB,,24657686.0,Systems & Technology Research,,XT,Experimental Testing,Experimental,Experimental,04/01/2020 00:00:00,02/25/2020 09:45:21,,2020-02-25 09:45:21,E,Unknown,E,Expired,C,Corporation,B,Business,"Nathan Merritt, 600 W Cummings Park, Suite 6500",Woburn,MA,01801,,,Nathan Merritt,Technical Staff,Nathan Merritt,"600 W Cummings Park, Suite 6500",Woburn,MA,01801,XX,,,,,,,,,Defuniak Springs,,,FL,35.0,208455.0,30.0,45.0,44.0,N,86.0,8.0,15.0,W,,,3000208455.0,208455.0,,,Y,Directional,,,,3000819950.0,819950.0,MO,,1.55,,8100.0,9000.0,MHz.,0.1,3001358878.0,1358878.0,800MQ3N,
340815,3000107445,ELS,WQ9XZJ,,24920977.0,Microsoft Infrastructure Group LLC,,XT,Experimental Testing,Experimental,Experimental,03/01/2021 00:00:00,08/29/2021 00:00:00,,2021-02-22 15:12:37,G,Unknown,A,Active,@,Unknown,B,Business,"Mr. Gunnar Halley, One Microsoft Way",Redmond,WA,98052,,,Gunnar Halley,Assistant General Counsel,Mr. Gunnar Halley,One Microsoft Way,Redmond,WA,98052,XX,,,,,,,,,Quincy (Receive-Only,,,WA,,228750.0,47.0,14.0,22.0,N,119.0,53.0,8.0,W,,,3000228750.0,228750.0,,,Y,Directional,,,,3000883776.0,883776.0,FX,,30.56,,8155.0,8285.0,MHz.,,3001468638.0,1468638.0,130MG7D,
353655,3000069870,ELS,WI2XGL,,24657686.0,Systems & Technology Research,,XC,Experimental Contract,Experimental,Experimental,05/05/2016 00:00:00,05/05/2016 11:31:13,,2016-05-05 11:31:13,E,Unknown,E,Expired,P,Partnership,B,Business,"Laura Vertatschitsch, 600 W Cummings Park, Suite 6500",Woburn,MA,01801,,,Laura Vertatschitsch,Member of the Technical Staff,,,,,,,,,,,,,,,Richardson,COLLIN,COLLIN,TX,5.0,126652.0,33.0,0.0,15.0,N,96.0,42.0,30.0,W,,,3000126652.0,126652.0,,,N,Non-Directional,,,,3000527236.0,527236.0,MO,,189.3,,8100.0,9000.0,MHz.,,3000859353.0,859353.0,800MW0N,
356374,3000086739,ELS,WN9XAZ,,2149359.0,Lockheed Martin Corporation,,XT,Experimental Testing,Experimental,Experimental,07/30/2018 00:00:00,07/20/2018 11:50:31,,2018-07-20 11:50:31,E,Unknown,E,Expired,@,Unknown,B,Business,"Ryan N. Terry, 2121 Crystal Drive, Suite 100",Arlington,VA,22202,,,Ryan Terry,"Director, Regulatory Licensing",,,,,,,,,,,,,,,Buckeye,MARICOPA,MARICOPA,AZ,,172637.0,,,,N,,,,W,,,3000172637.0,172637.0,,,N,Non-Directional,,,,3000697116.0,697116.0,MO,,150.0,,8050.0,,MHz.,0.0003,3001159703.0,1159703.0,125MG1D,
364588,3000088768,ELS,WH2XMD,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,12/01/2018 00:00:00,12/14/2018 07:49:10,,2018-12-14 07:49:10,E,Unknown,E,Expired,C,Corporation,B,Business,Freq Mgt Svcs M/C: 2T-22,Seattle,WA,98124-2207,,,"Garcia, Jr. John E.",Spectrum Manager,Freq Mgt Svcs M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Germantown,,,MD,0.1,177994.0,39.0,12.0,7.0,N,77.0,15.0,46.0,W,,,3000177994.0,177994.0,,,N,Non-Directional,,,,3000714334.0,714334.0,FX,,1.0,,8300.0,,MHz.,,3001185449.0,1185449.0,10K0F0N,
365488,3000099126,ELS,WF2XQA,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,04/01/2020 00:00:00,04/01/2022 00:00:00,,2020-08-06 08:57:03,G,Unknown,A,Active,C,Corporation,B,Business,Freq Mgt Svcs  M/C: 2T-22,Seattle,WA,98124-2207,,,Brian Gilman,Frequency Manager,Freq Mgt Svcs  M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Everett,SNOHOMISH,SNOHOMISH,WA,,206614.0,47.0,55.0,16.0,N,122.0,16.0,42.0,W,,,3000206614.0,206614.0,,,Y,Directional,,,,3000815643.0,815643.0,FX,,10.0,,8185.0,8272.0,MHz.,,3001352426.0,1352426.0,N0N,
371806,3000070778,ELS,WJ9XOG,,18314054.0,University of Oklahoma,,XT,Experimental Testing,Experimental,Experimental,03/14/2016 00:00:00,03/17/2016 14:06:48,,2016-03-17 14:06:48,E,Unknown,E,Expired,@,Unknown,B,Business,"FCC Liaison, 3190 Monitor Avenue",Norman,OK,73019,,,Nathan Goodman,Director of Research,FCC Liaison,3190 Monitor Avenue,Norman,OK,73019,XX,,,,,,,,,Lawton,COMANCHE,COMANCHE,OK,,128910.0,34.0,47.0,44.0,N,98.0,26.0,50.0,W,,,3000128910.0,128910.0,,,N,Non-Directional,,,,3000533553.0,533553.0,FX,,150.0,,8200.0,8400.0,MHz.,,3000868574.0,868574.0,200MQ3N,
372739,3000083169,ELS,WF2XQA,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,04/01/2018 00:00:00,05/02/2018 10:08:53,,2018-05-02 10:08:53,E,Unknown,E,Expired,C,Corporation,B,Business,Freq Mgt Svcs  M/C: 2T-22,Seattle,WA,98124-2207,,,Brian Gilman,Frequency Manager,Freq Mgt Svcs  M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Everett,SNOHOMISH,SNOHOMISH,WA,,163529.0,47.0,55.0,16.0,N,122.0,16.0,42.0,W,,,3000163529.0,163529.0,,,Y,Directional,,,,3000658574.0,658574.0,FX,,10.0,,8298.0,10600.0,MHz.,,3001095563.0,1095563.0,N0N,
373668,3000097218,ELS,WH2XMD,,1583483.0,The Boeing Company,,XT,Experimental Testing,Experimental,Experimental,01/01/2020 00:00:00,01/01/2022 00:00:00,,2020-02-05 10:53:45,G,Unknown,A,Active,C,Corporation,B,Business,Freq Mgt Svcs M/C: 2T-22,Seattle,WA,98124-2207,,,"Garcia, Jr. John E.",Spectrum Manager,Freq Mgt Svcs M/C: 2T-22,,Seattle,WA,98124-2207,XX,,,,,,,,,Germantown,,,MD,0.1,202163.0,39.0,13.0,16.0,N,77.0,13.0,23.0,W,,,3000202163.0,202163.0,,,N,Non-Directional,,,,3000800006.0,800006.0,FX,,1.0,,8100.0,,MHz.,,3001324348.0,1324348.0,10K0F0N,
379087,3000069870,ELS,WI2XGL,,24657686.0,Systems & Technology Research,,XC,Experimental Contract,Experimental,Experimental,05/05/2016 00:00:00,05/05/2016 11:31:13,,2016-05-05 11:31:13,E,Unknown,E,Expired,P,Partnership,B,Business,"Laura Vertatschitsch, 600 W Cummings Park, Suite 6500",Woburn,MA,01801,,,Laura Vertatschitsch,Member of the Technical Staff,,,,,,,,,,,,,,,Plano,COLLIN,COLLIN,TX,5.0,126613.0,33.0,4.0,4.0,N,96.0,41.0,9.0,W,,,3000126613.0,126613.0,,,N,Non-Directional,,,,3000527150.0,527150.0,MO,,189.3,,8100.0,9000.0,MHz.,,3000859224.0,859224.0,800MW0N,
380607,3000080096,ELS,WK9XCL,,19702307.0,"Comtech Systems, Inc.",,XT,Experimental Testing,Experimental,Experimental,09/15/2017 00:00:00,09/14/2017 10:24:45,,2017-09-14 10:24:45,E,Unknown,E,Expired,@,Unknown,B,Business,"Attn: Holland & Knight LLP, C/O Charlie , 800 17th Street, NW, Suite 1100",Washington,DC,20006,,,Charles Naftalin,FCC Legal Counsel to Applicant,"Attn: Holland & Knight LLP, C/O Charlie Naftalin","800 17th Street, NW, Suite 1100",Washington,DC,20006,XX,,,,,,,,,Orlando,ORANGE,ORANGE,FL,100.0,155209.0,28.0,26.0,57.0,N,81.0,23.0,1.0,W,,,3000155209.0,155209.0,,,Y,Directional,,1.4,,3000631084.0,631084.0,MO,,800.0,,8325.0,,MHz.,0.001,3001039282.0,1039282.0,25M0G1D,
381855,3000086739,ELS,WN9XAZ,,2149359.0,Lockheed Martin Corporation,,XT,Experimental Testing,Experimental,Experimental,07/30/2018 00:00:00,07/20/2018 11:50:31,,2018-07-20 11:50:31,E,Unknown,E,Expired,@,Unknown,B,Business,"Ryan N. Terry, 2121 Crystal Drive, Suite 100",Arlington,VA,22202,,,Ryan Terry,"Director, Regulatory Licensing",,,,,,,,,,,,,,,Buckeye,MARICOPA,MARICOPA,AZ,,172637.0,,,,N,,,,W,,,3000172637.0,172637.0,,,N,Non-Directional,,,,3000697116.0,697116.0,MO,,150.0,,8050.0,,MHz.,0.0003,3001159702.0,1159702.0,125MF1D,
388538,3000074440,ELS,WH2XJA,,8658098.0,Raytheon Missile Systems,,XC,Experimental Contract,Experimental,Experimental,10/01/2016 00:00:00,02/21/2017 09:57:46,,2017-02-21 09:57:46,E,Unknown,E,Expired,C,Corporation,B,Business,"Thomas J. Fagan, 1151 E. Hermans Road",Tucson,AZ,85756,,,Anne Cortez,Counsel,Thomas J. Fagan,1151 E. Hermans Road,Tucson,AZ,85756,XX,,,,,,,,,Tucson,PIMA,PIMA,AZ,,139123.0,32.0,6.0,23.0,N,110.0,56.0,48.0,W,,,3000139123.0,139123.0,,,N,Non-Directional,,,,3000572578.0,572578.0,FX,,13.0,,8143.0,8290.0,MHz.,,3000930981.0,930981.0,200HP0N,
389295,3000082080,ELS,WJ9XHP,,26252809.0,Space Exploration Technologies Corp. (SpaceX),,XT,Experimental Testing,Experimental,Experimental,01/15/2017 00:00:00,11/27/2017 14:36:14,,2017-11-27 14:36:14,E,Unknown,E,Expired,@,Unknown,B,Business,"Christopher Wilkins, SpaceX, 1 Rocket Road",Hawthorne,CA,90250,,,Christopher Wilkins,Engineer,"Christopher Wilkins, SpaceX",1 Rocket Road,Hawthorne,CA,90250,XX,,,,,,,,,Kennedy Space Center,BREVARD,BREVARD,FL,4.0,160567.0,28.0,32.0,35.0,N,80.0,35.0,27.0,W,,,3000160567.0,160567.0,,,Y,Directional,,2.9,,3000650355.0,650355.0,FX,,37.154,,8399.0,,MHz.,,3001076219.0,1076219.0,1M50F2D,
390237,3000087182,ELS,WI2XTA,,26043968.0,Space Exploration Technologies Corp.,,XT,Experimental Testing,Experimental,Experimental,11/13/2018 00:00:00,11/13/2018 08:54:18,,2018-11-13 08:54:18,E,Unknown,E,Expired,C,Corporation,B,Business,"Patricia Cooper, 1030 15th St NW, Suite 220",Washington,DC,20005,,,Christopher Wilkins,Engineer,,,,,,XX,,,,,,,,,NONGEOSTATIONARY,,,SP,,173783.0,,,,N,,,,W,,,3000173783.0,173783.0,,,N,Non-Directional,,,T,3000699956.0,699956.0,MO,,3.86,,8027.5,8087.5,MHz.,0.001,3001163447.0,1163447.0,580KG1D,
398132,3000091623,ELS,WI2XWX,,25664046.0,"HawkEye 360, Inc.",,XT,Experimental Testing,Experimental,Experimental,11/21/2019 00:00:00,02/12/2022 00:00:00,,2019-11-21 10:01:11,G,Unknown,A,Active,C,Corporation,B,Business,"Michael Mineiro, 196 Van Buren St., Suite 450",Herndon,VA,20170,,,Michael Mineiro,"VP, Legal and Regulatory",,,,,,XX,,,,,,,,,NONGEOSTATIONARY,,,SP,,186672.0,,,,N,,,,W,,,3000186672.0,186672.0,,,N,Non-Directional,,,R,3000741360.0,741360.0,MO,,7.96,,8300.0,,MHz.,,3001229660.0,1229660.0,85M0G1D,
